Book,Page,Chapter,POV,NUN,FullName
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,"Lord Brandon Stark, father of Walton and Alaric"
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Lord Walton Stark
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Lord Alaric Stark
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,1st of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,2nd of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,3rd of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,4th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,5th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,6th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,7th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,8th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,9th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,10th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,11th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,12th of the 12 Nothern Lord who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,1st of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,2nd of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,3rd of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,4th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,5th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,6th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,7th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,8th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,9th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,10th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,11th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,12th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,13th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,14th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,15th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,16th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,17th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,18th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,19th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,20h of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,21st of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,22nd of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,23rd of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,24th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,25th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,26th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,27th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,28th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,29th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,30th of the 30 Brothers of the Night's Watch who accompanied Lord Brandon Stark and his sons to the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Arryn in 49 AC (he may be Lord Hubert Arryn)
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Royce of Runestone in 49 AC (he may be Lord Allard Royce)
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Selmy in 49 AC
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Connington in 49 AC (he may be Lord Connington in 43 AC or one of his sons)
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Dondarrion in 49 AC (he may be Lord Harmon Dondarrion)
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Tarly in 49 AC (he may be Lord Samwell Tarly)
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,"Prince Martell, the Prince of Dorne in 49 AC"
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,"Princess Martell, sister to the Prince of Dorne in 49 AC"
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Sealord of Braavos in 49 AC
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Son of the Sealord of Braavos in 49 AC
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Archon of Tyrosh in 49 AC
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,"Daughter of the Archon of Tyrosh in 49 AC, wife of Ser Orryn Baratheon"
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,1st of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,2nd of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,3rd of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,4th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,5th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,6th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,7th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,8th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,9th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,10th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,11th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,12th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,13th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,14th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,15th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,16th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,17th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,18th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,19th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,20th of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,21st of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,22nd of the 22 Magister of Pentos who came at the Golden Wedding
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,Maester present during Jaehaerys's private audience in 49 AC
Fire and Blood Vol. 1,129,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,Maester at Runestone in service of Lord Royce in 49 AC
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Vance of Wayfarer’s Rest in 49 AC
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Kyle Connington (he may be Lord Connington in 49 AC)
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Morton Caron
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Jon Mertyns
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Alec Hunter
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Mallister in 49 AC
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,UN,Lord Darry in 49 AC (he may be Lord Darnold Darry)
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,1st of the 7 virgins brough across the narrow sea from the finest pleasure houses of Lys by Rogar Baratheon's brothers
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,2nd of the 7 virgins brough across the narrow sea from the finest pleasure houses of Lys by Rogar Baratheon's brothers
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,3rd of the 7 virgins brough across the narrow sea from the finest pleasure houses of Lys by Rogar Baratheon's brothers
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,4th of the 7 virgins brough across the narrow sea from the finest pleasure houses of Lys by Rogar Baratheon's brothers
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,5th of the 7 virgins brough across the narrow sea from the finest pleasure houses of Lys by Rogar Baratheon's brothers
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,6th of the 7 virgins brough across the narrow sea from the finest pleasure houses of Lys by Rogar Baratheon's brothers
Fire and Blood Vol. 1,130,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,7th of the 7 virgins brough across the narrow sea from the finest pleasure houses of Lys by Rogar Baratheon's brothers
Fire and Blood Vol. 1,131,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,Fool of Jaehaerys I's court
Fire and Blood Vol. 1,131,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,US,Wet nurse of Alysanne Targaryen
Fire and Blood Vol. 1,133,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,"Ser Willam Stafford, the Drunken Knight"
Fire and Blood Vol. 1,133,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Tom the Strummer
Fire and Blood Vol. 1,133,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,"Jonquil Darke, the Scarlet Shadow"
Fire and Blood Vol. 1,133,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Ser Lorence Roxton
Fire and Blood Vol. 1,133,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Ser Victor the Valiant
Fire and Blood Vol. 1,133,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Ser Willam the Wasp
Fire and Blood Vol. 1,133,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Ser Pate the Woodcock
Fire and Blood Vol. 1,134,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Ser Samgood of Sour Hill
Fire and Blood Vol. 1,136,The Year of the Three Brides - 49 AC,Archmaester Gyldayn,Named,Ella Broome
