id,paragraphs,cleaned_paragraphs
152,"In the end, though, Aegon’s enemies had no answer for his dragons. The men of the Vale sank a third of the Targaryen ships and captured near as many, but when Queen Visenya descended upon them from the sky, their own ships burned. Lords Errol, Fell, and Buckler hid in their familiar forests until Queen Rhaenys unleashed Meraxes and a wall of fire swept through the woods, turning the trees to torches. And the victors at the Wailing Willows, returning across the lake to Harrenhal, were ill prepared when Balerion fell upon them out of the morning sky. Harren’s longboats burned. So did Harren’s sons.",In end though Aegon ’ enemies answer dragons . The men Vale sank third Targaryen ships captured near many Queen Visenya descended upon sky ships burned . Lords Errol Fell Buckler hid familiar forests Queen Rhaenys unleashed Meraxes wall fire swept woods turning trees torches . And victors Wailing Willows returning across lake Harrenhal ill prepared Balerion fell upon morning sky . Harren ’ longboats burned . So Harren ’ sons .
153,"Aegon’s foes also found themselves plagued by other enemies. As Argilac the Arrogant gathered his swords at Storm’s End, pirates from the Stepstones descended on the shores of Cape Wrath to take advantage of their absence, and Dornish raiding parties came boiling out of the Red Mountains to sweep across the marches. In the Vale, young King Ronnel had to contend with a rebellion on the Three Sisters, when the Sistermen renounced all allegiance to the Eyrie and proclaimed Lady Marla Sunderland their queen.",Aegon ’ foes also found plagued enemies . As Argilac Arrogant gathered swords Storm ’ End pirates Stepstones descended shores Cape Wrath take advantage absence Dornish raiding parties came boiling Red Mountains sweep across marches . In Vale young King Ronnel contend rebellion Three Sisters Sistermen renounced allegiance Eyrie proclaimed Lady Marla Sunderland queen .
154,"Yet these were but minor vexations compared to what befell Harren the Black. Though House Hoare had ruled the riverlands for three generations, the men of the Trident had no love for their ironborn overlords. Harren the Black had driven thousands to their deaths in the building of his great castle of Harrenhal, plundering the riverlands for materials, and beggaring lords and smallfolk alike with his appetite",Yet minor vexations compared befell Harren Black . Though House Hoare ruled riverlands three generations men Trident love ironborn overlords . Harren Black driven thousands deaths building great castle Harrenhal plundering riverlands materials beggaring lords smallfolk alike appetite
156,"for gold. So now the riverlands rose against him, led by Lord Edmyn Tully of Riverrun. Summoned to the defense of Harrenhal, Tully declared for House Targaryen instead, raised the dragon banner over his castle, and rode forth with his knights and archers to join his strength to Aegon’s. His defiance gave heart to the other riverlords. One by one, the lords of the Trident renounced Harren and declared for Aegon the Dragon. Blackwoods, Mallisters, Vances, Brackens, Pipers, Freys, Strongs…summoning their levies, they descended on Harrenhal.",gold . So riverlands rose led Lord Edmyn Tully Riverrun . Summoned defense Harrenhal Tully declared House Targaryen instead raised dragon banner castle rode forth knights archers join strength Aegon ’ . His defiance gave heart riverlords . One one lords Trident renounced Harren declared Aegon Dragon . Blackwoods Mallisters Vances Brackens Pipers Freys Strongs…summoning levies descended Harrenhal .
157,"Suddenly outnumbered, King Harren the Black took refuge in his supposedly impregnable stronghold. The largest castle ever raised in Westeros, Harrenhal boasted five gargantuan towers, an inexhaustible source of fresh water, huge subterranean vaults well stocked with provisions, and massive walls of black stone higher than any ladder and too thick to be broken by any ram or shattered by a trebuchet. Harren barred his gates and settled down with his remaining sons and supporters to withstand a siege.",Suddenly outnumbered King Harren Black took refuge supposedly impregnable stronghold . The largest castle ever raised Westeros Harrenhal boasted five gargantuan towers inexhaustible source fresh water huge subterranean vaults well stocked provisions massive walls black stone higher ladder thick broken ram shattered trebuchet . Harren barred gates settled remaining sons supporters withstand siege .
158,"Aegon of Dragonstone was of a different mind. Once he had joined his power with that of Edmyn Tully and the other riverlords to ring the castle, he sent a maester to the gates under a peace banner, to parley. Harren emerged to meet him; an old man and grey, yet still fierce in his black armor. Each king had his banner bearer and his maester in attendance, so the words that they exchanged are still remembered.",Aegon Dragonstone different mind . Once joined power Edmyn Tully riverlords ring castle sent maester gates peace banner parley . Harren emerged meet ; old man grey yet still fierce black armor . Each king banner bearer maester attendance words exchanged still remembered .
159,"“Yield now,” Aegon began, “and you may remain as Lord of the Iron Islands. Yield now, and your sons will live to rule after you. I have eight thousand men outside your walls.”",“ Yield ” Aegon began “ may remain Lord Iron Islands . Yield sons live rule . I eight thousand men outside walls . ”
160,"“What is outside my walls is of no concern to me,” said Harren. “Those walls are strong and thick.”",“ What outside walls concern ” said Harren . “ Those walls strong thick . ”
161,"“But not so high as to keep out dragons. Dragons fly.” “I built in stone,” said Harren. “Stone does not burn.”",“ But high keep dragons . Dragons fly. ” “ I built stone ” said Harren . “ Stone burn . ”
162,"To which Aegon said, “When the sun sets, your line shall end.”",To Aegon said “ When sun sets line shall end . ”
163,"It is said that Harren spat at that and returned to his castle. Once inside, he sent every man of his to the parapets, armed with spears and bows and crossbows, promising lands and riches to whichever of them could bring the dragon down. “Had I a daughter, the dragonslayer could claim her hand as well,” Harren the Black proclaimed. “Instead I will give him one of Tully’s daughters, or all three if he likes. Or he may",It said Harren spat returned castle . Once inside sent every man parapets armed spears bows crossbows promising lands riches whichever could bring dragon . “ Had I daughter dragonslayer could claim hand well ” Harren Black proclaimed . “ Instead I give one Tully ’ daughters three likes . Or may
165,"pick one of Blackwood’s whelps, or Strong’s, or any girl born of these traitors of the Trident, these lords of yellow mud.” Then Harren the Black retired to his tower, surrounded by his household guard, to sup with his remaining sons.",pick one Blackwood ’ whelps Strong ’ girl born traitors Trident lords yellow mud. ” Then Harren Black retired tower surrounded household guard sup remaining sons .
166,"As the last light of the sun faded, Black Harren’s men stared into the gathering darkness, clutching their spears and crossbows. When no dragon appeared, some may have thought that Aegon’s threats had been hollow. But Aegon Targaryen took Balerion up high, through the clouds, up and up until the dragon was no bigger than a fly upon the moon. Only then did he descend, well inside the castle walls. On wings as black as pitch Balerion plunged through the night, and when the great towers of Harrenhal appeared beneath him, the dragon roared his fury and bathed them in black fire, shot through with swirls of red.",As last light sun faded Black Harren ’ men stared gathering darkness clutching spears crossbows . When dragon appeared may thought Aegon ’ threats hollow . But Aegon Targaryen took Balerion high clouds dragon bigger fly upon moon . Only descend well inside castle walls . On wings black pitch Balerion plunged night great towers Harrenhal appeared beneath dragon roared fury bathed black fire shot swirls red .
167,"Stone does not burn, Harren had boasted, but his castle was not made of stone alone. Wood and wool, hemp and straw, bread and salted beef and grain, all took fire. Nor were Harren’s ironmen made of stone. Smoking, screaming, shrouded in flames, they ran across the yards and tumbled from the wallwalks to die upon the ground below. And even stone will crack and melt if a fire is hot enough. The riverlords outside the castle walls said later that the towers of Harrenhal glowed red against the night, like five great candles…and like candles, they began to twist and melt as runnels of molten stone ran down their sides.",Stone burn Harren boasted castle made stone alone . Wood wool hemp straw bread salted beef grain took fire . Nor Harren ’ ironmen made stone . Smoking screaming shrouded flames ran across yards tumbled wallwalks die upon ground . And even stone crack melt fire hot enough . The riverlords outside castle walls said later towers Harrenhal glowed red night like five great candles…and like candles began twist melt runnels molten stone ran sides .
